id_country;name;geo_point
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Taiwan Normal University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Huddersfield;
a16a8723-027e-4ee2-b4ae-8deddba0d0d4;Ain Shams University;
222227d2-dc7d-47bf-904b-d2cc3cd23ee8;Weill Cornell Medicine, Qatar;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shandong Normal University;
d22cd62f-5aa1-4941-99d2-5a11d6738961;Eotvos Lorand University;47.199951172, 19.3576286278
59f0d4bc-9a9e-4a35-8431-086517d80df5;Anhui Agricultural University;
9e042d5e-c52b-40b0-9be8-4dd1274200dc;Dublin City University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Beijing Technology and Business University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Guizhou University;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal de Vicosa;
94c8ee1b-11a9-4931-b752-917eb2457093;Universite du Quebec en Montreal;
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Amirkabir University of Technology;32.5189173176, 54.2854514969
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Cantabria;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kindai University;
dca3f3d8-cb12-44f7-96df-59467fd30526;National Institute of Pharmaceutical Education and Research;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Technische Universitat Kaiserslautern;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Poznan University of Medical Sciences;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shaanxi University of Science and Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Royal Holloway - University of London;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Moscow Engineering Physics Institute;
104ec4f3-22a2-4c1c-8fa0-7d83f2595975;Universidad Nacional de La Plata;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Superieure de Chimie de Lille;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Gyeongsang National University;36.4275986041, 127.821317128
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Paris-Nord 13;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Missouri, Kansas City;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Bayreuth;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Donald and Barbara Zucker School of Medicine at Hofstra/Northwell;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Huazhong Normal University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Nagasaki University;37.6631108117, 138.064962133
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita del Salento;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of North Carolina, Charlotte;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Estadual de Maringa;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Illinois Institute of Technology;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Soon Chun Hyang University;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de La Laguna;
9b8deb3c-f057-4044-b7a2-887bb70d4611;American University of Beirut;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Guangzhou University of Traditional Chinese Medicine;
59f0d4bc-9a9e-4a35-8431-086517d80df5;China University of Petroleum, Beijing;
9055dbfa-c2d4-4d9d-9186-036b1910570d;Massey University;-41.6625787572, 172.701925944
be20c4d9-6618-4554-870d-cb92ea62d801;Hasselt University;
19d37dc3-db25-4611-bc66-82334752f297;Macau University of Science and Technology;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Changsha University of Science and Technology;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal de Goias;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Wyoming;45.7056295354, -112.599438377
dca3f3d8-cb12-44f7-96df-59467fd30526;University of Delhi;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Shinshu University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;City University of New York, City College;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi del Piemonte Orientale Amedeo Avogadro;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Mississippi Medical Center;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad Pablo de Olavide;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Wuhan University of Science and Technology;
31cec5ce-e2df-4517-8a80-ba63ae3da357;Gadjah Mada University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Wroclaw Medical University;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat de les Illes Balears;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Oklahoma State University, Stillwater;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Bournemouth University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hangzhou Normal University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Institut National des Sciences Appliquees de Toulouse;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Loyola University of Chicago;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal da Bahia;
59f0d4bc-9a9e-4a35-8431-086517d80df5;China Three Gorges University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Oxford Brookes University;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat de Lleida;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi Magna Graecia di Catanzaro;
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Taiwan University of Science and Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Bradford;53.9147734806, -2.8531353952
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Bretagne Occidentale;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Jichi Medical University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shantou University;
d55b2f15-7df4-4258-8559-2d3b6d1470ed;University of Patras;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal de Santa Maria;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Skolkovo Institute of Science and Technology;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Medical University of Lublin;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Xi'an University of Technology;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Montana, Missoula;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Xiangtan University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hainan University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Chongqing University of Post and Telecommunications;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Maryland, Baltimore County;45.7056295354, -112.599438377
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Haute-Alsace Mulhouse-Colmar;
e715f160-55e7-4db2-8505-7762526b8420;Murdoch University;-25.7306547797, 134.502775475
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi dell Aquila;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Institut National des Sciences Appliquees de Rennes;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Sheffield Hallam University;
a98623dd-ccd0-4296-a4ca-8a8b05925d51;Tashkent Institute of Irrigation and Agricultural Mechanization Engineers;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Hohenheim;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Meharry Medical College;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal do Ceara;
92ef9c18-01dd-44cc-8e37-3e0ba9fb6d4d;University of Novi Sad;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Wonkwang University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Zhejiang Normal University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Louisiana State University, Health Sciences Center;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Albany College of Pharmacy;
08d641b5-9139-475b-90fc-1ee02ffc06ab;Universitat Salzburg;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Anglia Ruskin University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Huaqiao University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Syracuse University;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Beijing University of Chinese Medicine;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad Rey Juan Carlos;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Tomsk State University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Nara Institute of Science and Technology;37.6631108117, 138.064962133
415b53c7-92aa-4392-921d-8a6cb50b1e7a;New York Medical College;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Inje University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Wroclaw University of Environmental and Life Sciences;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Guangdong Pharmaceutical University;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Extremadura;
a16a8723-027e-4ee2-b4ae-8deddba0d0d4;Alexandria University;
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Iran University of Science and Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Greenwich;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Udine;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Shantou University Medical College;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Normale Superieure de Lyon;
94c8ee1b-11a9-4931-b752-917eb2457093;Ryerson University;
34a2c43e-d2b0-47ba-824e-634e42671eab;Universidad de los Andes, Colombia;
577567b8-2bd7-4944-a43d-f714c3b6e735;Instituto Politecnico Nacional;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokushima University;
9055dbfa-c2d4-4d9d-9186-036b1910570d;Victoria University of Wellington;-41.6625787572, 172.701925944
8ed45d0e-481d-44b0-a96c-d1cca9a2d771;Khalifa University;
b9d611e2-2e6b-4925-8b0a-91d8f3731e0e;University of Johannesburg;-28.94703326, 25.0480138799
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of North Texas;45.7056295354, -112.599438377
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal Fluminense;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Warsaw University of Life Sciences;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Jiangsu Normal University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Missouri University of Science & Technology;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Superieure des Mines de Paris;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kyoto Prefectural University of Medicine;
b35eca0a-3c26-4150-acfd-4e81bd1c0397;Vilnius University;
4722f438-c158-4380-b9cd-5c396a349fdc;Orebro Universitet;
dacc9bab-ac6f-429a-ab7f-27ddc42c86d3;Universidad de Puerto Rico;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Qilu University of Technology;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Mississippi State University;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Colorado School of Mines;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Tianjin Polytechnic University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;The University of Salford;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Loma Linda University;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Dankook University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Agrocampus Ouest;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokyo University of Agriculture and Technology;37.6631108117, 138.064962133
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of the West of England;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Virginia-Maryland Regional College of Veterinary Medicine;
9e042d5e-c52b-40b0-9be8-4dd1274200dc;University of Limerick;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Kent State University;45.7056295354, -112.599438377
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Almeria;
4722f438-c158-4380-b9cd-5c396a349fdc;Lulea University of Technology;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Scuola Internazionale Superiore di Studi Avanzati;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Jean Monnet;
fd20da90-fec1-443f-9282-fed3684bcbbd;Abo Academy University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Birkbeck, University of London;53.9147734806, -2.8531353952
59f0d4bc-9a9e-4a35-8431-086517d80df5;Foshan University;
0511290f-ba82-4863-84fa-0efdde29f095;Ankara University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Gifu Pharmaceutical University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Medical University of Bialystok;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal de Pernambuco;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Worcester Polytechnic Institute;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Kwangwoon University;
dca3f3d8-cb12-44f7-96df-59467fd30526;Indian Institute of Technology, Kanpur;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Caen Basse-Normandie;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;University of Lodz;
59f0d4bc-9a9e-4a35-8431-086517d80df5;South Central University for Nationalities;
9e042d5e-c52b-40b0-9be8-4dd1274200dc;National University of Ireland, Maynooth;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Superieure de Chimie Physique Electronique de Lyon;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Illinois, College of Medicine at Peoria;
9055dbfa-c2d4-4d9d-9186-036b1910570d;University of Canterbury;-41.6625787572, 172.701925944
dacc9bab-ac6f-429a-ab7f-27ddc42c86d3;Universidad de Puerto Rico, Ciencias Medicas;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidade da Coruna;
dca3f3d8-cb12-44f7-96df-59467fd30526;Manipal University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi Roma Tre;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hebei University of Technology;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Nagoya City University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Superieure de Chimie de Paris;
94c8ee1b-11a9-4931-b752-917eb2457093;Ecole de Technologie Superieure;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Carl von Ossietzky Universitat Oldenburg;
0511290f-ba82-4863-84fa-0efdde29f095;Istanbul Technical University;
577567b8-2bd7-4944-a43d-f714c3b6e735;Centro de Investigacion y de Estudios Avanzados del IPN;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Washington State University, Spokane Campus;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Technologie de Belfort-Montbeliard;
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Sun Yat-sen University;23.7409649798, 120.974800737
59f0d4bc-9a9e-4a35-8431-086517d80df5;Qingdao Agricultural University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Fukushima Medical University;
47aa6621-d0f0-4b86-8bf9-daac33e367c4;Tilburg University;52.2987003744, 5.51221710099
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Florida Atlantic University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Nihon University;37.6631108117, 138.064962133
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Camerino;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Harbin University of Science and Technology;
9e042d5e-c52b-40b0-9be8-4dd1274200dc;Royal College of Surgeons;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Veterinaire de Toulouse;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hunan Agricultural University;
9e042d5e-c52b-40b0-9be8-4dd1274200dc;Waterford Institute of Technology;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Savoie Mont Blanc;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;City University of New York, Hunter College;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kitasato University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Massachusetts, Boston;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hebei Medical University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Henan Agricultural University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Rochester Institute of Technology;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of the Sciences in Philadelphia;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tottori University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;IMT Atlantique;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Edinburgh Napier University;
94c8ee1b-11a9-4931-b752-917eb2457093;Institut National de la Recherche Scientifique;
02d1698e-9c87-48d5-8b37-85ddac6f8bc6;Quaid-i-Azam University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;VetAgro Sup;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Guilin University of Electronic Technology;
3b296120-990c-4c0e-89bf-f86be60f2739;Babes-Bolyai University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Silesian University of Technology;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Fujian Normal University;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Sogang University;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Kazan Federal University;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Jeju National University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Qufu Normal University;
7b921a7f-d733-4e00-8b1d-fb1fc033ad94;Kryvyi Rih National University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Franche-Comte;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite d'Orleans;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Binzhou Medical University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi dell'Insubria;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Paul Valery, Montpellier III;
a16a8723-027e-4ee2-b4ae-8deddba0d0d4;Mansoura University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Northern Arizona University;45.7056295354, -112.599438377
59f0d4bc-9a9e-4a35-8431-086517d80df5;Nanjing University of Chinese Medicine;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de La Rioja;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Stiftung Tierarztliche Hochschule Hannover;
8ed45d0e-481d-44b0-a96c-d1cca9a2d771;United Arab Emirates University;
31cec5ce-e2df-4517-8a80-ba63ae3da357;Universitas Negeri Yogyakarta;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Incheon National University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hubei University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokyo Medical University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Renmin University of China;
8ed45d0e-481d-44b0-a96c-d1cca9a2d771;New York University, Abu Dhabi;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;South Dakota State University;
08d641b5-9139-475b-90fc-1ee02ffc06ab;Paracelsus Medizinische Privatuniversitat;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Massachusetts, Lowell;
b35eca0a-3c26-4150-acfd-4e81bd1c0397;Kaunas University of Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Brighton;
69da478f-93cd-4f61-8d68-8421f47bf947;Chiang Mai University;
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Central University;23.7409649798, 120.974800737
577567b8-2bd7-4944-a43d-f714c3b6e735;Instituto Tecnologico y de Estudios Superiores de Monterrey;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Superieure d'Arts et Metiers;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Huaibei Normal University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi di Sassari;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite Gustave Eiffel;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;College of William and Mary;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Passau;
00c04788-a568-4961-b3a9-a8ee00777af9;Pontificia Universidade Catolica do Rio Grande do Sul;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;University of Wisconsin, Milwaukee;
50e857c3-828c-4bb0-8add-3ed4746d7794;Alfaisal University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite d'Angers;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Robert Gordon University;
e715f160-55e7-4db2-8505-7762526b8420;Edith Cowan University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Middlesex University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Poznan University of Life Sciences;
50e857c3-828c-4bb0-8add-3ed4746d7794;King Saud bin Abdulaziz University for Health Sciences;
e155d371-3df0-4c48-8892-f326193eeeef;Universidad Austral de Chile;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Kingston University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Gunma University;37.6631108117, 138.064962133
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kurume University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Colorado School of Public Health;
31cec5ce-e2df-4517-8a80-ba63ae3da357;Diponegoro University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokyo Womens Medical University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale des Ponts ParisTech;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Kagoshima University;37.6631108117, 138.064962133
59f0d4bc-9a9e-4a35-8431-086517d80df5;North University of China;
3b296120-990c-4c0e-89bf-f86be60f2739;Iuliu Hatieganu University of Medicine and Pharmacy Cluj Napoca;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokyo University of Science;37.6631108117, 138.064962133
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Paderborn;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Gifu University;37.6631108117, 138.064962133
94c8ee1b-11a9-4931-b752-917eb2457093;Ecole Polytechnique de Montreal;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Wakayama Medical University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Charles R. Drew University of Medicine & Science;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite d'Avignon;
31cec5ce-e2df-4517-8a80-ba63ae3da357;Bogor Agricultural University;
819cc7f1-c483-4a26-96b7-0a5e291acd3b;Moscow Institute of Physics and Technology;61.9808407507, 96.875223256
02d1698e-9c87-48d5-8b37-85ddac6f8bc6;National University of Science and Technology, Islamabad;
104ec4f3-22a2-4c1c-8fa0-7d83f2595975;Universidad Nacional de Cordoba;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Gdansk University of Technology;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Toulouse-Jean Jaures;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;University of Warmia and Mazury;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Glasgow Caledonian University;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade do Estado do Rio de Janeiro;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Sungshin Womens University;
b35eca0a-3c26-4150-acfd-4e81bd1c0397;Lithuanian University of Health Sciences;
23af144d-8ec6-43fb-b097-a5ddcdc44137;University of Occupational and Environmental Health;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Shiga University of Medical Science;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Southern Illinois University, Carbondale;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;State University of New York Upstate Medical University;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Nationale Superieure de Formation de Enseignement Agricole de Toulouse;
b9d611e2-2e6b-4925-8b0a-91d8f3731e0e;North-West University;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Lodz University of Technology;
dc1347e4-8aa7-4757-bd25-c828b1df7d40;Universitat Kassel;
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;Chung Shan Medical University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Capital Normal University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Anhui University of Science and Technology;
852f6dbf-76e1-44ef-a96f-7bd556cb5b3c;Medical University of Silesia;
00c04788-a568-4961-b3a9-a8ee00777af9;Universidade Federal do Rio Grande do Norte;
a16a8723-027e-4ee2-b4ae-8deddba0d0d4;Zagazig University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hubei University of Technology;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Hertfordshire;53.9147734806, -2.8531353952
7d05b2fc-c1e5-4c58-bea8-09eb9a6e36b4;University of Haifa;31.4849178149, 35.0038500487
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Isfahan University of Technology;
c906ceae-8280-4333-a10c-8da90a25caa5;Universiti Teknologi MARA;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat Ramon Llull;
3b296120-990c-4c0e-89bf-f86be60f2739;Carol Davila University of Medicine and Pharmacy;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universidad de Jaen;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Universite de Rouen Normandie;
23af144d-8ec6-43fb-b097-a5ddcdc44137;University of Toyama;
2421796c-09a8-45cb-a7b0-dd7d6779947f;Leeds Beckett University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Zhejiang Chinese Medical University;
a2f14e76-0ab1-4a3b-abea-d6edf58e6729;National Taipei University of Technology;
fe72dbee-55ae-47a6-9890-c7cee6803e4e;Ecole Centrale Marseille;
e155d371-3df0-4c48-8892-f326193eeeef;Pontificia Universidad Catolica de Valparaiso;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Central Lancashire;
941ba4f5-9026-4802-8bc2-e9732930e533;Instituto Politecnico de Braganca;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of Westminster;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Sapporo Medical University;
2421796c-09a8-45cb-a7b0-dd7d6779947f;University of the West of Scotland;
cbc1c57d-a933-411f-bd9b-0140bd302d4c;Universitat Oberta de Catalunya;
0011fefb-a63c-4b0a-839b-b4da77b755a6;Pukyong National University;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Hubei University of Medicine;
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Isfahan University of Medical Sciences;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokai University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Sojo University;
c29c93c4-6a47-428d-95ed-0d36b5ae6774;Universita degli Studi della Tuscia;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Xinxiang Medical University;
dca3f3d8-cb12-44f7-96df-59467fd30526;Indian Institute of Technology, Roorkee;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Huzhou University;
23af144d-8ec6-43fb-b097-a5ddcdc44137;Tokyo Metropolitan University;37.6631108117, 138.064962133
23af144d-8ec6-43fb-b097-a5ddcdc44137;Graduate University for Advanced Studies;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Marquette University;
41dfb42d-7e13-4dae-8461-68aa07dc4afe;Shiraz University;
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Michigan Technological University;45.7056295354, -112.599438377
415b53c7-92aa-4392-921d-8a6cb50b1e7a;Clark Atlanta University;
9b2243bb-be73-49a1-b625-d1364ec28a4f;University of Veterinary Medicine and Pharmacy;
59f0d4bc-9a9e-4a35-8431-086517d80df5;Dongguan University of Technology;
31cec5ce-e2df-4517-8a80-ba63ae3da357;Universitas Sumatera Utara;
